[2026-03-30T21:25:16.086075] ACTION: IOT_UPLOAD | CAT: b暹罗_小黑 | ML: 159.2 | RESULT: 达标
[2026-04-08T23:55:17.449875] ACTION: IOT_UPLOAD | CAT: test_cat_4 | ML: 248.6 | RESULT: 超标
[2026-04-08T23:55:17.464143] ACTION: IOT_UPLOAD | CAT: test_cat_48 | ML: 63.8 | RESULT: 未达标
[2026-04-08T23:55:17.469424] ACTION: IOT_UPLOAD | CAT: test_cat_97 | ML: 206.3 | RESULT: 超标
[2026-04-08T23:55:17.474342] ACTION: IOT_UPLOAD | CAT: test_cat_21 | ML: 89.4 | RESULT: 未达标
[2026-04-08T23:55:17.484531] ACTION: IOT_UPLOAD | CAT: test_cat_86 | ML: 209.6 | RESULT: 超标
[2026-04-08T23:55:17.490521] ACTION: IOT_UPLOAD | CAT: test_cat_66 | ML: 247.2 | RESULT: 超标
[2026-04-08T23:55:17.499877] ACTION: IOT_UPLOAD | CAT: test_cat_22 | ML: 58.0 | RESULT: 未达标
[2026-04-08T23:55:17.502874] ACTION: IOT_UPLOAD | CAT: test_cat_26 | ML: 107.7 | RESULT: 未达标
[2026-04-08T23:55:17.507145] ACTION: IOT_UPLOAD | CAT: test_cat_71 | ML: 208.1 | RESULT: 超标
[2026-04-08T23:55:17.514788] ACTION: IOT_UPLOAD | CAT: test_cat_9 | ML: 45.8 | RESULT: 未达标
[2026-04-08T23:55:17.528199] ACTION: IOT_UPLOAD | CAT: test_cat_37 | ML: 33.5 | RESULT: 未达标
[2026-04-08T23:55:17.533447] ACTION: IOT_UPLOAD | CAT: test_cat_36 | ML: 297.4 | RESULT: 超标
[2026-04-08T23:55:17.536293] ACTION: IOT_UPLOAD | CAT: test_cat_82 | ML: 203.0 | RESULT: 超标
[2026-04-08T23:55:17.540665] ACTION: IOT_UPLOAD | CAT: test_cat_98 | ML: 184.4 | RESULT: 超标
[2026-04-08T23:55:17.550377] ACTION: IOT_UPLOAD | CAT: test_cat_18 | ML: 65.4 | RESULT: 未达标
[2026-04-08T23:55:17.554295] ACTION: IOT_UPLOAD | CAT: test_cat_28 | ML: 102.4 | RESULT: 未达标
[2026-04-08T23:55:17.561673] ACTION: IOT_UPLOAD | CAT: test_cat_47 | ML: 217.8 | RESULT: 超标
[2026-04-08T23:55:17.573460] ACTION: IOT_UPLOAD | CAT: test_cat_64 | ML: 167.5 | RESULT: 达标
[2026-04-08T23:55:17.577483] ACTION: IOT_UPLOAD | CAT: test_cat_25 | ML: 206.9 | RESULT: 超标
[2026-04-08T23:55:17.581326] ACTION: IOT_UPLOAD | CAT: test_cat_99 | ML: 36.1 | RESULT: 未达标
[2026-04-08T23:55:17.585487] ACTION: IOT_UPLOAD | CAT: test_cat_3 | ML: 202.4 | RESULT: 超标
[2026-04-08T23:55:17.596644] ACTION: IOT_UPLOAD | CAT: test_cat_88 | ML: 62.3 | RESULT: 未达标
[2026-04-08T23:55:17.598781] ACTION: IOT_UPLOAD | CAT: test_cat_60 | ML: 257.5 | RESULT: 超标
[2026-04-08T23:55:17.608311] ACTION: IOT_UPLOAD | CAT: test_cat_14 | ML: 15.7 | RESULT: 未达标
[2026-04-08T23:55:17.615084] ACTION: IOT_UPLOAD | CAT: test_cat_15 | ML: 141.4 | RESULT: 达标
[2026-04-08T23:55:17.617743] ACTION: IOT_UPLOAD | CAT: test_cat_71 | ML: 27.1 | RESULT: 未达标
[2026-04-08T23:55:17.623421] ACTION: IOT_UPLOAD | CAT: test_cat_38 | ML: 119.1 | RESULT: 未达标
[2026-04-08T23:55:17.639042] ACTION: IOT_UPLOAD | CAT: test_cat_41 | ML: 272.7 | RESULT: 超标
[2026-04-08T23:55:17.642247] ACTION: IOT_UPLOAD | CAT: test_cat_35 | ML: 294.2 | RESULT: 超标
[2026-04-08T23:55:17.643205] ACTION: IOT_UPLOAD | CAT: test_cat_32 | ML: 207.0 | RESULT: 超标
[2026-04-08T23:55:17.650090] ACTION: IOT_UPLOAD | CAT: test_cat_71 | ML: 21.1 | RESULT: 未达标
[2026-04-08T23:55:17.663439] ACTION: IOT_UPLOAD | CAT: test_cat_44 | ML: 231.6 | RESULT: 超标
[2026-04-08T23:55:17.664852] ACTION: IOT_UPLOAD | CAT: test_cat_62 | ML: 150.7 | RESULT: 达标
[2026-04-08T23:55:17.666569] ACTION: IOT_UPLOAD | CAT: test_cat_95 | ML: 187.5 | RESULT: 超标
[2026-04-08T23:55:17.674760] ACTION: IOT_UPLOAD | CAT: test_cat_64 | ML: 229.2 | RESULT: 超标
[2026-04-08T23:55:17.685023] ACTION: IOT_UPLOAD | CAT: test_cat_100 | ML: 60.9 | RESULT: 未达标
[2026-04-08T23:55:17.688298] ACTION: IOT_UPLOAD | CAT: test_cat_72 | ML: 200.8 | RESULT: 超标
[2026-04-08T23:55:17.691915] ACTION: IOT_UPLOAD | CAT: test_cat_37 | ML: 33.5 | RESULT: 未达标
[2026-04-08T23:55:17.705659] ACTION: IOT_UPLOAD | CAT: test_cat_43 | ML: 159.3 | RESULT: 达标
[2026-04-08T23:55:17.707841] ACTION: IOT_UPLOAD | CAT: test_cat_78 | ML: 71.1 | RESULT: 未达标
[2026-04-08T23:55:17.723374] ACTION: IOT_UPLOAD | CAT: test_cat_46 | ML: 13.3 | RESULT: 未达标
[2026-04-08T23:55:17.729376] ACTION: IOT_UPLOAD | CAT: test_cat_38 | ML: 242.0 | RESULT: 超标
[2026-04-08T23:55:17.734833] ACTION: IOT_UPLOAD | CAT: test_cat_91 | ML: 226.3 | RESULT: 超标
[2026-04-08T23:55:17.738418] ACTION: IOT_UPLOAD | CAT: test_cat_100 | ML: 157.8 | RESULT: 达标
[2026-04-08T23:55:17.756324] ACTION: IOT_UPLOAD | CAT: test_cat_30 | ML: 246.8 | RESULT: 超标
[2026-04-08T23:55:17.757296] ACTION: IOT_UPLOAD | CAT: test_cat_97 | ML: 124.0 | RESULT: 达标
[2026-04-08T23:55:17.758938] ACTION: IOT_UPLOAD | CAT: test_cat_83 | ML: 214.5 | RESULT: 超标
[2026-04-08T23:55:17.765116] ACTION: IOT_UPLOAD | CAT: test_cat_65 | ML: 192.3 | RESULT: 超标
[2026-04-08T23:55:17.778611] ACTION: IOT_UPLOAD | CAT: test_cat_21 | ML: 134.2 | RESULT: 达标
[2026-04-08T23:55:17.781670] ACTION: IOT_UPLOAD | CAT: test_cat_9 | ML: 268.7 | RESULT: 超标
[2026-04-08T23:55:17.788937] ACTION: IOT_UPLOAD | CAT: test_cat_61 | ML: 81.5 | RESULT: 未达标
[2026-04-08T23:55:17.798509] ACTION: IOT_UPLOAD | CAT: test_cat_25 | ML: 187.8 | RESULT: 超标
[2026-04-08T23:55:17.806561] ACTION: IOT_UPLOAD | CAT: test_cat_56 | ML: 60.9 | RESULT: 未达标
[2026-04-08T23:55:17.814692] ACTION: IOT_UPLOAD | CAT: test_cat_59 | ML: 102.0 | RESULT: 未达标
[2026-04-08T23:55:17.823788] ACTION: IOT_UPLOAD | CAT: test_cat_60 | ML: 255.1 | RESULT: 超标
[2026-04-08T23:55:17.825479] ACTION: IOT_UPLOAD | CAT: test_cat_23 | ML: 285.7 | RESULT: 超标
[2026-04-08T23:55:17.829219] ACTION: IOT_UPLOAD | CAT: test_cat_35 | ML: 88.5 | RESULT: 未达标
[2026-04-08T23:55:17.846678] ACTION: IOT_UPLOAD | CAT: test_cat_80 | ML: 235.4 | RESULT: 超标
[2026-04-08T23:55:17.848430] ACTION: IOT_UPLOAD | CAT: test_cat_57 | ML: 161.3 | RESULT: 达标
[2026-04-08T23:55:17.851309] ACTION: IOT_UPLOAD | CAT: test_cat_24 | ML: 83.6 | RESULT: 未达标
[2026-04-08T23:55:17.859437] ACTION: IOT_UPLOAD | CAT: test_cat_95 | ML: 260.5 | RESULT: 超标
[2026-04-08T23:55:17.868010] ACTION: IOT_UPLOAD | CAT: test_cat_19 | ML: 240.7 | RESULT: 超标
[2026-04-08T23:55:17.873136] ACTION: IOT_UPLOAD | CAT: test_cat_46 | ML: 265.0 | RESULT: 超标
[2026-04-08T23:55:17.885183] ACTION: IOT_UPLOAD | CAT: test_cat_71 | ML: 279.7 | RESULT: 超标
[2026-04-08T23:55:17.891572] ACTION: IOT_UPLOAD | CAT: test_cat_81 | ML: 137.1 | RESULT: 达标
[2026-04-08T23:55:17.895918] ACTION: IOT_UPLOAD | CAT: test_cat_63 | ML: 106.7 | RESULT: 未达标
[2026-04-08T23:55:17.899447] ACTION: IOT_UPLOAD | CAT: test_cat_35 | ML: 189.8 | RESULT: 超标
[2026-04-08T23:55:17.914234] ACTION: IOT_UPLOAD | CAT: test_cat_50 | ML: 185.8 | RESULT: 超标
[2026-04-08T23:55:17.918668] ACTION: IOT_UPLOAD | CAT: test_cat_55 | ML: 157.2 | RESULT: 达标
[2026-04-08T23:55:17.920499] ACTION: IOT_UPLOAD | CAT: test_cat_89 | ML: 244.3 | RESULT: 超标
[2026-04-08T23:55:17.924093] ACTION: IOT_UPLOAD | CAT: test_cat_85 | ML: 167.4 | RESULT: 达标
[2026-04-08T23:55:17.937139] ACTION: IOT_UPLOAD | CAT: test_cat_9 | ML: 34.8 | RESULT: 未达标
[2026-04-08T23:55:17.948258] ACTION: IOT_UPLOAD | CAT: test_cat_88 | ML: 147.7 | RESULT: 达标
[2026-04-08T23:55:17.952792] ACTION: IOT_UPLOAD | CAT: test_cat_99 | ML: 79.8 | RESULT: 未达标
[2026-04-08T23:55:17.954390] ACTION: IOT_UPLOAD | CAT: test_cat_69 | ML: 208.9 | RESULT: 超标
[2026-04-08T23:55:17.955220] ACTION: IOT_UPLOAD | CAT: test_cat_81 | ML: 135.7 | RESULT: 达标
[2026-04-08T23:55:17.974281] ACTION: IOT_UPLOAD | CAT: test_cat_6 | ML: 160.7 | RESULT: 达标
[2026-04-08T23:55:17.976474] ACTION: IOT_UPLOAD | CAT: test_cat_37 | ML: 161.7 | RESULT: 达标
[2026-04-08T23:55:17.981845] ACTION: IOT_UPLOAD | CAT: test_cat_94 | ML: 33.1 | RESULT: 未达标
[2026-04-08T23:55:17.985349] ACTION: IOT_UPLOAD | CAT: test_cat_65 | ML: 192.3 | RESULT: 超标
[2026-04-08T23:55:18.003067] ACTION: IOT_UPLOAD | CAT: test_cat_7 | ML: 204.6 | RESULT: 超标
[2026-04-08T23:55:18.006620] ACTION: IOT_UPLOAD | CAT: test_cat_38 | ML: 145.4 | RESULT: 达标
[2026-04-08T23:55:18.007226] ACTION: IOT_UPLOAD | CAT: test_cat_95 | ML: 284.2 | RESULT: 超标
[2026-04-08T23:55:18.008722] ACTION: IOT_UPLOAD | CAT: test_cat_33 | ML: 193.1 | RESULT: 超标
[2026-04-08T23:55:18.024950] ACTION: IOT_UPLOAD | CAT: test_cat_35 | ML: 183.9 | RESULT: 超标
[2026-04-08T23:55:18.031350] ACTION: IOT_UPLOAD | CAT: test_cat_9 | ML: 85.3 | RESULT: 未达标
[2026-04-08T23:55:18.037137] ACTION: IOT_UPLOAD | CAT: test_cat_95 | ML: 63.6 | RESULT: 未达标
[2026-04-08T23:55:18.047456] ACTION: IOT_UPLOAD | CAT: test_cat_45 | ML: 251.5 | RESULT: 超标
[2026-04-08T23:55:18.054188] ACTION: IOT_UPLOAD | CAT: test_cat_70 | ML: 103.8 | RESULT: 未达标
[2026-04-08T23:55:18.057084] ACTION: IOT_UPLOAD | CAT: test_cat_31 | ML: 296.1 | RESULT: 超标
[2026-04-08T23:55:18.071549] ACTION: IOT_UPLOAD | CAT: test_cat_14 | ML: 101.6 | RESULT: 未达标
[2026-04-08T23:55:18.072971] ACTION: IOT_UPLOAD | CAT: test_cat_1 | ML: 70.4 | RESULT: 未达标
[2026-04-08T23:55:18.074287] ACTION: IOT_UPLOAD | CAT: test_cat_86 | ML: 295.5 | RESULT: 超标
[2026-04-08T23:55:18.090252] ACTION: IOT_UPLOAD | CAT: test_cat_51 | ML: 243.4 | RESULT: 超标
[2026-04-08T23:55:18.093718] ACTION: IOT_UPLOAD | CAT: test_cat_30 | ML: 241.3 | RESULT: 超标
[2026-04-08T23:55:18.096100] ACTION: IOT_UPLOAD | CAT: test_cat_8 | ML: 151.8 | RESULT: 达标
[2026-04-08T23:55:18.102507] ACTION: IOT_UPLOAD | CAT: test_cat_44 | ML: 166.0 | RESULT: 达标
[2026-04-08T23:55:18.115786] ACTION: IOT_UPLOAD | CAT: test_cat_44 | ML: 219.1 | RESULT: 超标
[2026-04-08T23:55:18.116630] ACTION: IOT_UPLOAD | CAT: test_cat_52 | ML: 110.8 | RESULT: 未达标
[2026-04-08T23:55:18.124388] ACTION: IOT_UPLOAD | CAT: test_cat_19 | ML: 240.7 | RESULT: 超标
[2026-04-08T23:55:18.136307] ACTION: IOT_UPLOAD | CAT: test_cat_33 | ML: 108.2 | RESULT: 未达标
[2026-04-08T23:55:18.141142] ACTION: IOT_UPLOAD | CAT: test_cat_85 | ML: 139.0 | RESULT: 达标
[2026-04-08T23:55:18.143523] ACTION: IOT_UPLOAD | CAT: test_cat_28 | ML: 107.4 | RESULT: 未达标
[2026-04-08T23:55:18.155344] ACTION: IOT_UPLOAD | CAT: test_cat_39 | ML: 222.0 | RESULT: 超标
[2026-04-08T23:55:18.160673] ACTION: IOT_UPLOAD | CAT: test_cat_19 | ML: 288.8 | RESULT: 超标
[2026-04-08T23:55:18.169759] ACTION: IOT_UPLOAD | CAT: test_cat_8 | ML: 109.1 | RESULT: 未达标
[2026-04-08T23:55:18.176674] ACTION: IOT_UPLOAD | CAT: test_cat_83 | ML: 38.0 | RESULT: 未达标
[2026-04-08T23:55:18.184378] ACTION: IOT_UPLOAD | CAT: test_cat_15 | ML: 236.6 | RESULT: 超标
[2026-04-08T23:55:18.186064] ACTION: IOT_UPLOAD | CAT: test_cat_52 | ML: 65.2 | RESULT: 未达标
[2026-04-08T23:55:18.194695] ACTION: IOT_UPLOAD | CAT: test_cat_91 | ML: 37.9 | RESULT: 未达标
[2026-04-08T23:55:18.203615] ACTION: IOT_UPLOAD | CAT: test_cat_26 | ML: 176.8 | RESULT: 达标
[2026-04-08T23:55:18.215424] ACTION: IOT_UPLOAD | CAT: test_cat_76 | ML: 82.4 | RESULT: 未达标
[2026-04-08T23:55:18.217263] ACTION: IOT_UPLOAD | CAT: test_cat_23 | ML: 35.8 | RESULT: 未达标
[2026-04-08T23:55:18.219063] ACTION: IOT_UPLOAD | CAT: test_cat_95 | ML: 110.3 | RESULT: 未达标
[2026-04-08T23:55:18.229395] ACTION: IOT_UPLOAD | CAT: test_cat_14 | ML: 158.5 | RESULT: 达标
[2026-04-08T23:55:18.240897] ACTION: IOT_UPLOAD | CAT: test_cat_31 | ML: 77.4 | RESULT: 未达标
[2026-04-08T23:55:18.247031] ACTION: IOT_UPLOAD | CAT: test_cat_35 | ML: 192.2 | RESULT: 超标
[2026-04-08T23:55:18.249881] ACTION: IOT_UPLOAD | CAT: test_cat_13 | ML: 109.1 | RESULT: 未达标
[2026-04-08T23:55:18.253704] ACTION: IOT_UPLOAD | CAT: test_cat_29 | ML: 148.9 | RESULT: 达标
[2026-04-08T23:55:18.262663] ACTION: IOT_UPLOAD | CAT: test_cat_69 | ML: 45.3 | RESULT: 未达标
[2026-04-08T23:55:18.272070] ACTION: IOT_UPLOAD | CAT: test_cat_69 | ML: 244.9 | RESULT: 超标
[2026-04-08T23:55:18.280110] ACTION: IOT_UPLOAD | CAT: test_cat_65 | ML: 209.0 | RESULT: 超标
[2026-04-08T23:55:18.287527] ACTION: IOT_UPLOAD | CAT: test_cat_69 | ML: 254.2 | RESULT: 超标
[2026-04-08T23:55:18.290211] ACTION: IOT_UPLOAD | CAT: test_cat_72 | ML: 12.0 | RESULT: 未达标
[2026-04-08T23:55:18.296872] ACTION: IOT_UPLOAD | CAT: test_cat_10 | ML: 205.6 | RESULT: 超标
[2026-04-08T23:55:18.306758] ACTION: IOT_UPLOAD | CAT: test_cat_20 | ML: 288.3 | RESULT: 超标
[2026-04-08T23:55:18.310457] ACTION: IOT_UPLOAD | CAT: test_cat_88 | ML: 225.6 | RESULT: 超标
[2026-04-08T23:55:18.318939] ACTION: IOT_UPLOAD | CAT: test_cat_80 | ML: 32.8 | RESULT: 未达标
[2026-04-08T23:55:18.329918] ACTION: IOT_UPLOAD | CAT: test_cat_74 | ML: 45.1 | RESULT: 未达标
[2026-04-08T23:55:18.332277] ACTION: IOT_UPLOAD | CAT: test_cat_42 | ML: 218.5 | RESULT: 超标
[2026-04-08T23:55:18.334333] ACTION: IOT_UPLOAD | CAT: test_cat_87 | ML: 233.6 | RESULT: 超标
[2026-04-08T23:55:18.350265] ACTION: IOT_UPLOAD | CAT: test_cat_40 | ML: 10.7 | RESULT: 未达标
[2026-04-08T23:55:18.353244] ACTION: IOT_UPLOAD | CAT: test_cat_88 | ML: 203.3 | RESULT: 超标
[2026-04-08T23:55:18.359236] ACTION: IOT_UPLOAD | CAT: test_cat_95 | ML: 63.6 | RESULT: 未达标
[2026-04-08T23:55:18.372341] ACTION: IOT_UPLOAD | CAT: test_cat_97 | ML: 278.5 | RESULT: 超标
[2026-04-08T23:55:18.377946] ACTION: IOT_UPLOAD | CAT: test_cat_82 | ML: 19.3 | RESULT: 未达标
[2026-04-08T23:55:18.385033] ACTION: IOT_UPLOAD | CAT: test_cat_77 | ML: 31.6 | RESULT: 未达标
[2026-04-08T23:55:18.385681] ACTION: IOT_UPLOAD | CAT: test_cat_30 | ML: 248.2 | RESULT: 超标
[2026-04-08T23:55:18.391956] ACTION: IOT_UPLOAD | CAT: test_cat_53 | ML: 72.3 | RESULT: 未达标
[2026-04-08T23:55:18.409207] ACTION: IOT_UPLOAD | CAT: test_cat_1 | ML: 232.4 | RESULT: 超标
[2026-04-08T23:55:18.410952] ACTION: IOT_UPLOAD | CAT: test_cat_63 | ML: 59.2 | RESULT: 未达标
[2026-04-08T23:55:18.412827] ACTION: IOT_UPLOAD | CAT: test_cat_83 | ML: 206.5 | RESULT: 超标
[2026-04-08T23:55:18.417700] ACTION: IOT_UPLOAD | CAT: test_cat_26 | ML: 65.6 | RESULT: 未达标
[2026-04-08T23:55:18.432109] ACTION: IOT_UPLOAD | CAT: test_cat_44 | ML: 166.0 | RESULT: 达标
[2026-04-08T23:55:18.436796] ACTION: IOT_UPLOAD | CAT: test_cat_24 | ML: 198.8 | RESULT: 超标
[2026-04-08T23:55:18.441508] ACTION: IOT_UPLOAD | CAT: test_cat_74 | ML: 279.5 | RESULT: 超标
[2026-04-08T23:55:18.461632] ACTION: IOT_UPLOAD | CAT: test_cat_16 | ML: 127.8 | RESULT: 达标
[2026-04-08T23:55:18.465582] ACTION: IOT_UPLOAD | CAT: test_cat_25 | ML: 63.6 | RESULT: 未达标
[2026-04-08T23:55:18.469706] ACTION: IOT_UPLOAD | CAT: test_cat_42 | ML: 93.3 | RESULT: 未达标
[2026-04-08T23:55:18.473780] ACTION: IOT_UPLOAD | CAT: test_cat_69 | ML: 231.1 | RESULT: 超标
[2026-04-08T23:55:18.483119] ACTION: IOT_UPLOAD | CAT: test_cat_83 | ML: 177.7 | RESULT: 达标
[2026-04-08T23:55:18.490709] ACTION: IOT_UPLOAD | CAT: test_cat_86 | ML: 209.6 | RESULT: 超标
[2026-04-08T23:55:18.495146] ACTION: IOT_UPLOAD | CAT: test_cat_20 | ML: 285.9 | RESULT: 超标
[2026-04-08T23:55:18.503342] ACTION: IOT_UPLOAD | CAT: test_cat_90 | ML: 165.8 | RESULT: 达标
[2026-04-08T23:55:18.510279] ACTION: IOT_UPLOAD | CAT: test_cat_27 | ML: 250.3 | RESULT: 超标
[2026-04-08T23:55:18.516438] ACTION: IOT_UPLOAD | CAT: test_cat_48 | ML: 157.3 | RESULT: 达标
[2026-04-08T23:55:18.521025] ACTION: IOT_UPLOAD | CAT: test_cat_53 | ML: 202.4 | RESULT: 超标
[2026-04-08T23:55:18.537214] ACTION: IOT_UPLOAD | CAT: test_cat_58 | ML: 290.2 | RESULT: 超标
[2026-04-08T23:55:18.539152] ACTION: IOT_UPLOAD | CAT: test_cat_60 | ML: 163.2 | RESULT: 达标
[2026-04-08T23:55:18.543030] ACTION: IOT_UPLOAD | CAT: test_cat_36 | ML: 297.4 | RESULT: 超标
[2026-04-08T23:55:18.552313] ACTION: IOT_UPLOAD | CAT: test_cat_43 | ML: 276.8 | RESULT: 超标
[2026-04-08T23:55:18.559897] ACTION: IOT_UPLOAD | CAT: test_cat_6 | ML: 31.0 | RESULT: 未达标
[2026-04-08T23:55:18.574285] ACTION: IOT_UPLOAD | CAT: test_cat_17 | ML: 107.1 | RESULT: 未达标
[2026-04-08T23:55:18.575237] ACTION: IOT_UPLOAD | CAT: test_cat_4 | ML: 202.2 | RESULT: 超标
[2026-04-08T23:55:18.580544] ACTION: IOT_UPLOAD | CAT: test_cat_10 | ML: 59.4 | RESULT: 未达标
[2026-04-08T23:55:18.582577] ACTION: IOT_UPLOAD | CAT: test_cat_96 | ML: 125.9 | RESULT: 达标
[2026-04-08T23:55:18.592979] ACTION: IOT_UPLOAD | CAT: test_cat_56 | ML: 18.0 | RESULT: 未达标
[2026-04-08T23:55:18.596361] ACTION: IOT_UPLOAD | CAT: test_cat_43 | ML: 45.1 | RESULT: 未达标
[2026-04-08T23:55:18.610727] ACTION: IOT_UPLOAD | CAT: test_cat_69 | ML: 52.0 | RESULT: 未达标
[2026-04-08T23:55:18.612915] ACTION: IOT_UPLOAD | CAT: test_cat_98 | ML: 104.8 | RESULT: 未达标
[2026-04-08T23:55:18.622871] ACTION: IOT_UPLOAD | CAT: test_cat_67 | ML: 108.7 | RESULT: 未达标
[2026-04-08T23:55:18.624737] ACTION: IOT_UPLOAD | CAT: test_cat_51 | ML: 68.5 | RESULT: 未达标
[2026-04-08T23:55:18.642728] ACTION: IOT_UPLOAD | CAT: test_cat_50 | ML: 172.9 | RESULT: 达标
[2026-04-08T23:55:18.645534] ACTION: IOT_UPLOAD | CAT: test_cat_15 | ML: 291.5 | RESULT: 超标
[2026-04-08T23:55:18.651621] ACTION: IOT_UPLOAD | CAT: test_cat_48 | ML: 41.8 | RESULT: 未达标
[2026-04-08T23:55:18.660303] ACTION: IOT_UPLOAD | CAT: test_cat_88 | ML: 111.0 | RESULT: 未达标
[2026-04-08T23:55:18.667834] ACTION: IOT_UPLOAD | CAT: test_cat_62 | ML: 191.2 | RESULT: 超标
[2026-04-08T23:55:18.674070] ACTION: IOT_UPLOAD | CAT: test_cat_56 | ML: 267.8 | RESULT: 超标
[2026-04-08T23:55:18.683112] ACTION: IOT_UPLOAD | CAT: test_cat_1 | ML: 121.8 | RESULT: 达标
[2026-04-08T23:55:18.685166] ACTION: IOT_UPLOAD | CAT: test_cat_6 | ML: 73.0 | RESULT: 未达标
[2026-04-08T23:55:18.693107] ACTION: IOT_UPLOAD | CAT: test_cat_37 | ML: 239.0 | RESULT: 超标
[2026-04-08T23:55:18.701188] ACTION: IOT_UPLOAD | CAT: test_cat_93 | ML: 193.5 | RESULT: 超标
[2026-04-08T23:55:18.716067] ACTION: IOT_UPLOAD | CAT: test_cat_40 | ML: 10.7 | RESULT: 未达标
[2026-04-08T23:55:18.718574] ACTION: IOT_UPLOAD | CAT: test_cat_98 | ML: 282.0 | RESULT: 超标
[2026-04-08T23:55:18.725821] ACTION: IOT_UPLOAD | CAT: test_cat_87 | ML: 29.4 | RESULT: 未达标
[2026-04-08T23:55:18.731881] ACTION: IOT_UPLOAD | CAT: test_cat_39 | ML: 253.7 | RESULT: 超标
[2026-04-08T23:55:18.745322] ACTION: IOT_UPLOAD | CAT: test_cat_40 | ML: 206.6 | RESULT: 超标
[2026-04-08T23:55:18.748714] ACTION: IOT_UPLOAD | CAT: test_cat_55 | ML: 259.4 | RESULT: 超标
[2026-04-08T23:55:18.749551] ACTION: IOT_UPLOAD | CAT: test_cat_43 | ML: 82.2 | RESULT: 未达标
[2026-04-08T23:55:18.766686] ACTION: IOT_UPLOAD | CAT: test_cat_78 | ML: 269.4 | RESULT: 超标
[2026-04-08T23:55:18.767915] ACTION: IOT_UPLOAD | CAT: test_cat_97 | ML: 101.0 | RESULT: 未达标
[2026-04-08T23:55:18.769360] ACTION: IOT_UPLOAD | CAT: test_cat_58 | ML: 141.8 | RESULT: 达标
[2026-04-08T23:55:18.775717] ACTION: IOT_UPLOAD | CAT: test_cat_51 | ML: 29.1 | RESULT: 未达标
[2026-04-08T23:55:18.786106] ACTION: IOT_UPLOAD | CAT: test_cat_60 | ML: 299.2 | RESULT: 超标
[2026-04-08T23:55:18.792944] ACTION: IOT_UPLOAD | CAT: test_cat_12 | ML: 182.5 | RESULT: 超标
[2026-04-08T23:55:18.798131] ACTION: IOT_UPLOAD | CAT: test_cat_3 | ML: 226.8 | RESULT: 超标
[2026-04-08T23:55:18.812267] ACTION: IOT_UPLOAD | CAT: test_cat_16 | ML: 127.8 | RESULT: 达标
[2026-04-08T23:55:18.814250] ACTION: IOT_UPLOAD | CAT: test_cat_50 | ML: 185.8 | RESULT: 超标
[2026-04-08T23:55:18.816731] ACTION: IOT_UPLOAD | CAT: test_cat_62 | ML: 269.4 | RESULT: 超标
[2026-04-08T23:55:18.820215] ACTION: IOT_UPLOAD | CAT: test_cat_49 | ML: 195.2 | RESULT: 超标
[2026-04-08T23:55:18.837693] ACTION: IOT_UPLOAD | CAT: test_cat_64 | ML: 112.4 | RESULT: 未达标
[2026-04-08T23:55:18.840288] ACTION: IOT_UPLOAD | CAT: test_cat_79 | ML: 247.2 | RESULT: 超标
[2026-04-08T23:55:18.845515] ACTION: IOT_UPLOAD | CAT: test_cat_69 | ML: 20.2 | RESULT: 未达标
[2026-04-08T23:55:18.848294] ACTION: IOT_UPLOAD | CAT: test_cat_75 | ML: 224.5 | RESULT: 超标
[2026-04-08T23:55:18.859641] ACTION: IOT_UPLOAD | CAT: test_cat_21 | ML: 126.2 | RESULT: 达标
[2026-04-08T23:55:18.873502] ACTION: IOT_UPLOAD | CAT: test_cat_27 | ML: 75.4 | RESULT: 未达标
[2026-04-08T23:55:18.876970] ACTION: IOT_UPLOAD | CAT: test_cat_52 | ML: 122.8 | RESULT: 达标
[2026-04-08T23:55:18.881812] ACTION: IOT_UPLOAD | CAT: test_cat_43 | ML: 62.7 | RESULT: 未达标
[2026-04-08T23:55:18.895053] ACTION: IOT_UPLOAD | CAT: test_cat_80 | ML: 284.0 | RESULT: 超标
[2026-04-08T23:55:18.895706] ACTION: IOT_UPLOAD | CAT: test_cat_50 | ML: 198.4 | RESULT: 超标
[2026-04-08T23:55:18.909190] ACTION: IOT_UPLOAD | CAT: test_cat_51 | ML: 81.0 | RESULT: 未达标
[2026-04-08T23:55:18.930492] ACTION: IOT_UPLOAD | CAT: test_cat_92 | ML: 41.7 | RESULT: 未达标
[2026-04-08T23:55:18.931951] ACTION: IOT_UPLOAD | CAT: test_cat_87 | ML: 78.7 | RESULT: 未达标
[2026-04-08T23:55:18.936989] ACTION: IOT_UPLOAD | CAT: test_cat_42 | ML: 161.8 | RESULT: 达标
[2026-04-08T23:55:18.937619] ACTION: IOT_UPLOAD | CAT: test_cat_24 | ML: 47.6 | RESULT: 未达标
[2026-04-08T23:55:18.938374] ACTION: IOT_UPLOAD | CAT: test_cat_25 | ML: 191.7 | RESULT: 超标
[2026-04-08T23:55:18.938970] ACTION: IOT_UPLOAD | CAT: test_cat_99 | ML: 79.8 | RESULT: 未达标
[2026-04-08T23:55:18.946644] ACTION: IOT_UPLOAD | CAT: test_cat_97 | ML: 191.4 | RESULT: 超标
[2026-04-08T23:55:18.962215] ACTION: IOT_UPLOAD | CAT: test_cat_19 | ML: 144.5 | RESULT: 达标
